======================================================================
  STANDALONE WAVEFORM SCREENING
  Data: DATA/ATLAS
  Base TF: 15m
  Context: 21d warmup, 0d analysis
  Mode: PRICE I-MR (default)
======================================================================

--- STEP 1: Loading base TF data (15m) ---
  15m: 23,505 bars loaded

--- STEP 2: Price I-MR Chart ---
  Price I-MR: 23505 bars, warmup=1334, analysis=22171
  Center=21384.36, MR_bar=17.77, UCL_MR=58.05, UCL_I=21431.62, LCL_I=21337.10
    R198:   58 bars, price=21828.0, vol=25.72, dir=SHORT, chg=-87.5
    R199:   15 bars, price=22007.5, vol=26.75, dir=LONG, chg=+25.0
    R200:   74 bars, price=21937.4, vol=16.65, dir=LONG, chg=+192.5
    R201:   48 bars, price=22134.7, vol=16.33, dir=SHORT, chg=-102.8
    R202:   44 bars, price=22063.1, vol=14.03, dir=SHORT, chg=-77.5
    R203:  115 bars, price=22002.5, vol=17.55, dir=SHORT, chg=-173.2
    R204:   68 bars, price=21864.3, vol=13.46, dir=SHORT, chg=-220.0
    R205:   14 bars, price=21711.9, vol=24.38, dir=SHORT, chg=-20.2
    R206:   54 bars, price=21896.5, vol=13.23, dir=LONG, chg=+77.5
    R207:   23 bars, price=21942.1, vol=31.13, dir=SHORT, chg=-81.5
    R208:   15 bars, price=21841.3, vol=20.93, dir=LONG, chg=+78.8
    R209:   77 bars, price=21832.1, vol=18.56, dir=LONG, chg=+207.0
    R210:   15 bars, price=22056.2, vol=19.13, dir=LONG, chg=+53.8
    R211:  529 bars, price=22610.3, vol=10.94, dir=LONG, chg=+429.8
    R212:  268 bars, price=22851.5, vol=10.13, dir=LONG, chg=+222.2
    R213:   81 bars, price=22944.9, vol=12.28, dir=SHORT, chg=-123.5
    R214:  169 bars, price=22908.2, vol=11.61, dir=LONG, chg=+262.2
    R215:   89 bars, price=23016.3, vol=9.11, dir=LONG, chg=+52.0
    R216:   38 bars, price=23010.0, vol=14.39, dir=LONG, chg=+42.5
    R217:   54 bars, price=22920.1, vol=13.61, dir=LONG, chg=+5.8
    R218:   29 bars, price=22975.5, vol=18.59, dir=SHORT, chg=-25.8
    R219:   62 bars, price=22869.5, vol=10.85, dir=LONG, chg=+110.2
    R220:   44 bars, price=23011.2, vol=10.77, dir=LONG, chg=+149.5
    R221:  140 bars, price=23079.0, vol=12.96, dir=SHORT, chg=-2.5
    R222:  276 bars, price=23191.5, vol=9.09, dir=LONG, chg=+242.8
    R223:   93 bars, price=23343.3, vol=8.92, dir=SHORT, chg=-60.2
    R224:   91 bars, price=23233.6, vol=11.05, dir=LONG, chg=+119.0
    R225:   26 bars, price=23238.1, vol=19.88, dir=LONG, chg=+126.8
    R226:  188 bars, price=23395.8, vol=8.16, dir=LONG, chg=+45.8
    R227:  272 bars, price=23517.3, vol=8.84, dir=SHORT, chg=-36.0
    R228:   71 bars, price=23762.5, vol=13.16, dir=SHORT, chg=-46.8
    R229:   12 bars, price=23549.3, vol=32.83, dir=SHORT, chg=-62.0
    R230:   54 bars, price=23308.3, vol=17.85, dir=SHORT, chg=-244.5
    R231:   40 bars, price=23015.9, vol=29.53, dir=SHORT, chg=-277.5
    R232:   73 bars, price=22978.1, vol=13.83, dir=LONG, chg=+203.5
    R233:   94 bars, price=23323.7, vol=10.05, dir=LONG, chg=+185.0
    R234:  207 bars, price=23332.8, vol=15.00, dir=LONG, chg=+127.0
    R235:   67 bars, price=23550.9, vol=9.16, dir=LONG, chg=+40.5
    R236:    9 bars, price=23652.0, vol=30.39, dir=LONG, chg=+16.5
    R237:  176 bars, price=23697.2, vol=10.25, dir=LONG, chg=+56.5
    R238:  183 bars, price=23933.9, vol=9.97, dir=LONG, chg=+205.2
    R239:   10 bars, price=23930.2, vol=31.55, dir=LONG, chg=+8.5
    R240:   84 bars, price=23912.8, vol=10.88, dir=SHORT, chg=-60.0
    R241:  185 bars, price=23792.2, vol=11.08, dir=SHORT, chg=-164.2
    R242:   99 bars, price=23405.1, vol=17.21, dir=SHORT, chg=-455.5
    R243:   12 bars, price=23251.9, vol=33.04, dir=LONG, chg=+3.2
    R244:   79 bars, price=23311.2, vol=15.07, dir=SHORT, chg=-29.0
    R245:   55 bars, price=23208.5, vol=12.02, dir=SHORT, chg=-38.5
    R246:   30 bars, price=23237.3, vol=16.42, dir=LONG, chg=+178.2
    R247:  130 bars, price=23546.3, vol=12.88, dir=SHORT, chg=-126.8
    R248:  166 bars, price=23546.4, vol=10.16, dir=LONG, chg=+238.8
    R249:   71 bars, price=23579.2, vol=12.86, dir=LONG, chg=+133.5
    R250:   93 bars, price=23709.6, vol=12.33, dir=SHORT, chg=-91.0
    R251:   12 bars, price=23465.6, vol=29.00, dir=LONG, chg=+19.2
    R252:   50 bars, price=23474.0, vol=11.60, dir=SHORT, chg=-44.8
    R253:   81 bars, price=23461.4, vol=9.47, dir=SHORT, chg=-105.2
    R254:   27 bars, price=23237.7, vol=25.03, dir=SHORT, chg=-16.0
    R255:   22 bars, price=23154.5, vol=26.07, dir=LONG, chg=+95.0
    R256:   70 bars, price=23371.0, vol=11.55, dir=LONG, chg=+80.8
    R257:  187 bars, price=23588.3, vol=12.89, dir=LONG, chg=+66.2
    R258:  181 bars, price=23782.7, vol=10.14, dir=LONG, chg=+178.0
    R259:   88 bars, price=23893.2, vol=9.38, dir=LONG, chg=+254.2
    R260:   38 bars, price=23901.4, vol=14.29, dir=SHORT, chg=-30.2
    R261:  443 bars, price=24390.1, vol=9.21, dir=LONG, chg=+312.0
    R262:   70 bars, price=24628.4, vol=13.28, dir=LONG, chg=+94.5
    R263:  291 bars, price=24849.1, vol=10.37, dir=LONG, chg=+172.0
    R264:   85 bars, price=24849.6, vol=9.77, dir=SHORT, chg=-38.2
    R265:   91 bars, price=24710.4, vol=14.98, dir=SHORT, chg=-81.0
    R266:   95 bars, price=24621.1, vol=18.63, dir=SHORT, chg=-87.8
    R267:   81 bars, price=24804.5, vol=8.89, dir=LONG, chg=+189.5
    R268:  157 bars, price=24820.1, vol=11.90, dir=SHORT, chg=-185.5
    R269:   27 bars, price=24735.1, vol=14.73, dir=LONG, chg=+111.2
    R270:   92 bars, price=25038.3, vol=9.51, dir=LONG, chg=+336.0
    R271:  111 bars, price=25124.9, vol=10.47, dir=SHORT, chg=-75.2
    R272:   73 bars, price=25089.6, vol=9.47, dir=LONG, chg=+176.0
    R273:   98 bars, price=25179.1, vol=9.73, dir=LONG, chg=+45.2
    R274:  285 bars, price=25216.8, vol=13.59, dir=SHORT, chg=-486.5
    R275:   14 bars, price=24572.6, vol=35.07, dir=SHORT, chg=-293.5
    R276:   53 bars, price=24807.1, vol=28.26, dir=LONG, chg=+662.0
    R277:   15 bars, price=24819.4, vol=28.63, dir=LONG, chg=+50.2
    R278:   55 bars, price=24913.7, vol=19.88, dir=LONG, chg=+32.2
    R279:   43 bars, price=24660.2, vol=34.63, dir=LONG, chg=+116.8
    R280:   13 bars, price=24903.4, vol=19.02, dir=LONG, chg=+31.0
    R281:   85 bars, price=24885.9, vol=22.26, dir=LONG, chg=+120.5
    R282:  101 bars, price=24960.7, vol=24.65, dir=SHORT, chg=-72.8
    R283:   40 bars, price=24738.0, vol=19.49, dir=SHORT, chg=-173.5
    R284:   16 bars, price=24502.7, vol=25.06, dir=LONG, chg=+76.0
    R285:   20 bars, price=24769.7, vol=41.91, dir=LONG, chg=+133.0
    R286:   82 bars, price=25050.5, vol=16.51, dir=LONG, chg=+200.5
    R287:  200 bars, price=25276.1, vol=14.16, dir=SHORT, chg=-279.8
    R288:   77 bars, price=25041.5, vol=15.53, dir=LONG, chg=+262.5
    R289:    8 bars, price=25160.1, vol=27.47, dir=SHORT, chg=-32.0
    R290:   79 bars, price=25314.2, vol=9.92, dir=LONG, chg=+173.5
    R291:    9 bars, price=25495.2, vol=32.78, dir=LONG, chg=+61.0
    R292:   25 bars, price=25531.7, vol=13.20, dir=LONG, chg=+42.2
    R293:  271 bars, price=26025.8, vol=11.31, dir=LONG, chg=+484.5
    R294:   29 bars, price=26280.4, vol=21.47, dir=LONG, chg=+96.5
    R295:   56 bars, price=26170.8, vol=35.57, dir=SHORT, chg=-141.5
    R296:    8 bars, price=25954.6, vol=25.50, dir=SHORT, chg=-134.8
    R297:   67 bars, price=26179.5, vol=15.64, dir=LONG, chg=+202.0
    R298:    9 bars, price=26129.6, vol=27.61, dir=LONG, chg=+2.5
    R299:   16 bars, price=25997.2, vol=24.73, dir=LONG, chg=+41.8
    R300:   70 bars, price=26097.1, vol=14.07, dir=LONG, chg=+133.5
    R301:   32 bars, price=26103.0, vol=19.26, dir=SHORT, chg=-1.2
    R302:   62 bars, price=25831.4, vol=19.25, dir=SHORT, chg=-112.2
    R303:   15 bars, price=25704.4, vol=21.78, dir=SHORT, chg=-129.0
    R304:   24 bars, price=25488.4, vol=25.33, dir=SHORT, chg=-294.2
    R305:   10 bars, price=25462.6, vol=30.07, dir=LONG, chg=+96.2
    R306:   23 bars, price=25509.5, vol=16.82, dir=SHORT, chg=-39.2
    R307:   16 bars, price=25511.9, vol=21.36, dir=LONG, chg=+112.2
    R308:   24 bars, price=25787.9, vol=26.70, dir=LONG, chg=+113.5
    R309:   85 bars, price=25640.4, vol=26.35, dir=SHORT, chg=-410.8
    R310:   60 bars, price=25294.7, vol=20.49, dir=SHORT, chg=-175.8
    R311:   25 bars, price=25011.5, vol=33.63, dir=SHORT, chg=-355.0
    R312:   13 bars, price=24953.6, vol=35.25, dir=LONG, chg=+224.5
    R313:   68 bars, price=25446.0, vol=15.97, dir=LONG, chg=+406.8
    R314:  191 bars, price=25680.2, vol=15.86, dir=SHORT, chg=-119.0
    R315:   23 bars, price=25597.1, vol=16.24, dir=LONG, chg=+42.8
    R316:    8 bars, price=25562.3, vol=21.91, dir=LONG, chg=+0.8
    R317:   32 bars, price=25685.0, vol=15.64, dir=SHORT, chg=-22.0
    R318:   41 bars, price=25403.1, vol=37.44, dir=SHORT, chg=-565.2
    R319:   43 bars, price=25101.4, vol=21.69, dir=SHORT, chg=-52.8
    R320:   22 bars, price=24926.1, vol=28.93, dir=SHORT, chg=-215.5
    R321:   15 bars, price=24851.2, vol=55.00, dir=LONG, chg=+419.8
    R322:    9 bars, price=25231.1, vol=40.72, dir=SHORT, chg=-75.5
    R323:  101 bars, price=25159.3, vol=27.88, dir=SHORT, chg=-299.8
    R324:   10 bars, price=24909.4, vol=20.32, dir=LONG, chg=+37.2
    R325:   16 bars, price=24859.1, vol=27.58, dir=SHORT, chg=-148.0
    R326:    9 bars, price=24716.6, vol=29.00, dir=LONG, chg=+70.2
    R327:   22 bars, price=24765.8, vol=26.41, dir=LONG, chg=+147.5
    R328:   22 bars, price=24639.3, vol=42.70, dir=SHORT, chg=-173.8
    R329:   13 bars, price=24728.8, vol=45.56, dir=SHORT, chg=-63.2
    R330:   14 bars, price=24563.2, vol=28.80, dir=SHORT, chg=-52.8
    R331:   18 bars, price=24565.6, vol=24.92, dir=SHORT, chg=-134.0
    R332:   65 bars, price=24685.5, vol=34.07, dir=LONG, chg=+424.0
    R333:   86 bars, price=25007.5, vol=38.64, dir=SHORT, chg=-788.5
    R334:   98 bars, price=24195.2, vol=37.98, dir=LONG, chg=+188.0
    R335:   41 bars, price=24483.6, vol=17.82, dir=LONG, chg=+29.0
    R336:   25 bars, price=24496.4, vol=35.44, dir=LONG, chg=+368.0
    R337:   95 bars, price=24903.2, vol=19.60, dir=SHORT, chg=-15.0
    R338:   86 bars, price=25127.8, vol=14.06, dir=LONG, chg=+378.5
    R339:  137 bars, price=25324.0, vol=10.43, dir=LONG, chg=+228.2
    R340:   69 bars, price=25303.4, vol=18.36, dir=SHORT, chg=-153.8
